"id","category","name","route","classification","new_ux_location","owning_module","roles","status"
"AD12","Admission & Onboarding","Admission Risk Screening","/screens/ad12/admission-risk-screening","REDESIGN","Referral queue, screening, matching, admission workflow or Client 360","Admission & Onboarding","Permission-derived workspace users","UI-3 implemented in connected referral-to-admission journey"
"AD13","Admission & Onboarding","Initial Care Team Assignment","/screens/ad13/initial-care-team-assignment","MERGE","Referral queue, screening, matching, admission workflow or Client 360","Admission & Onboarding","Permission-derived workspace users","UI-3 implemented in connected referral-to-admission journey"
"AD14","Admission & Onboarding","Admission Checklist","/screens/ad14/admission-checklist","REDESIGN","Referral queue, screening, matching, admission workflow or Client 360","Admission & Onboarding","Permission-derived workspace users","UI-3 implemented in connected referral-to-admission journey"
"AD15","Admission & Onboarding","Complete Admission","/screens/ad15/complete-admission","REDESIGN","Referral queue, screening, matching, admission workflow or Client 360","Admission & Onboarding","Permission-derived workspace users","UI-3 implemented in connected referral-to-admission journey"
"CL01","Clinical Assessment","Clinical Workspace","/screens/cl01/clinical-workspace","REDESIGN","Clinical work queue, assessment workspace, care team, treatment plan or MDT","Clinical Assessment","Permission-derived workspace users","UI-4 implemented in functional clinical workflow"
"CL02","Clinical Assessment","Initial Assessment","/screens/cl02/initial-assessment","REDESIGN","Clinical work queue, assessment workspace, care team, treatment plan or MDT","Clinical Assessment","Permission-derived workspace users","UI-4 implemented in functional clinical workflow"
"CL03","Clinical Assessment","Psychiatric Assessment","/screens/cl03/psychiatric-assessment","REDESIGN","Clinical work queue, assessment workspace, care team, treatment plan or MDT","Clinical Assessment","Permission-derived workspace users","UI-4 implemented in functional clinical workflow"
"CL04","Clinical Assessment","Psychological Assessment","/screens/cl04/psychological-assessment","REDESIGN","Clinical work queue, assessment workspace, care team, treatment plan or MDT","Clinical Assessment","Permission-derived workspace users","UI-4 implemented in functional clinical workflow"
"CL05","Clinical Assessment","Physician / Medical Assessment","/screens/cl05/physician-medical-assessment","REDESIGN","Clinical work queue, assessment workspace, care team, treatment plan or MDT","Clinical Assessment","Permission-derived workspace users","UI-4 implemented in functional clinical workflow"
"CL06","Clinical Assessment","Mental Status Examination","/screens/cl06/mental-status-examination","REDESIGN","Clinical work queue, assessment workspace, care team, treatment plan or MDT","Clinical Assessment","Permission-derived workspace users","UI-4 implemented in functional clinical workflow"
"CL07","Clinical Assessment","Substance Use Assessment","/screens/cl07/substance-use-assessment","REDESIGN","Clinical work queue, assessment workspace, care team, treatment plan or MDT","Clinical Assessment","Permission-derived workspace users","UI-4 implemented in functional clinical workflow"
"CL08","Clinical Assessment","Medical History","/screens/cl08/medical-history","EMBED","Clinical work queue, assessment workspace, care team, treatment plan or MDT","Clinical Assessment","Permission-derived workspace users","UI-4 implemented in functional clinical workflow"
"CL09","Clinical Assessment","Psychiatric History","/screens/cl09/psychiatric-history","EMBED","Clinical work queue, assessment workspace, care team, treatment plan or MDT","Clinical Assessment","Permission-derived workspace users","UI-4 implemented in functional clinical workflow"
"CL10","Clinical Assessment","Family / Social History","/screens/cl10/family-social-history","EMBED","Clinical work queue, assessment workspace, care team, treatment plan or MDT","Clinical Assessment","Permission-derived workspace users","UI-4 implemented in functional clinical workflow"
"CL11","Clinical Assessment","Conditions / Diagnoses","/screens/cl11/conditions-diagnoses","REDESIGN","Clinical work queue, assessment workspace, care team, treatment plan or MDT","Clinical Assessment","Permission-derived workspace users","UI-4 implemented in functional clinical workflow"
"CL12","Clinical Assessment","Allergies","/screens/cl12/allergies","REDESIGN","Clinical work queue, assessment workspace, care team, treatment plan or MDT","Clinical Assessment","Permission-derived workspace users","UI-4 implemented in functional clinical workflow"
"CL13","Clinical Assessment","Risk Assessment","/screens/cl13/risk-assessment","REDESIGN","Clinical work queue, assessment workspace, care team, treatment plan or MDT","Clinical Assessment","Permission-derived workspace users","UI-4 implemented in functional clinical workflow"
"CL14","Clinical Assessment","Clinical Note","/screens/cl14/clinical-note","REDESIGN","Clinical work queue, assessment workspace, care team, treatment plan or MDT","Clinical Assessment","Permission-derived workspace users","UI-4 implemented in functional clinical workflow"
"CL15","Clinical Assessment","Note Review / Sign / Correct","/screens/cl15/note-review-sign-correct","EMBED","Clinical work queue, assessment workspace, care team, treatment plan or MDT","Clinical Assessment","Permission-derived workspace users","UI-4 implemented in functional clinical workflow"
"TP01","Treatment Planning","Treatment Plan List","/screens/tp01/treatment-plan-list","REDESIGN","Clinical work queue, assessment workspace, care team, treatment plan or MDT","Treatment Planning","Permission-derived workspace users","UI-4 implemented in functional clinical workflow"
"TP02","Treatment Planning","Create Treatment Plan","/screens/tp02/create-treatment-plan","MERGE","Clinical work queue, assessment workspace, care team, treatment plan or MDT","Treatment Planning","Permission-derived workspace users","UI-4 implemented in functional clinical workflow"
"TP03","Treatment Planning","Treatment Plan Workspace","/screens/tp03/treatment-plan-workspace","REDESIGN","Clinical work queue, assessment workspace, care team, treatment plan or MDT","Treatment Planning","Permission-derived workspace users","UI-4 implemented in functional clinical workflow"
"TP04","Treatment Planning","Problems / Needs","/screens/tp04/problems-needs","REDESIGN","Clinical work queue, assessment workspace, care team, treatment plan or MDT","Treatment Planning","Permission-derived workspace users","UI-4 implemented in functional clinical workflow"
"TP05","Treatment Planning","Goals","/screens/tp05/goals","REDESIGN","Clinical work queue, assessment workspace, care team, treatment plan or MDT","Treatment Planning","Permission-derived workspace users","UI-4 implemented in functional clinical workflow"
"TP06","Treatment Planning","Interventions","/screens/tp06/interventions","REDESIGN","Clinical work queue, assessment workspace, care team, treatment plan or MDT","Treatment Planning","Permission-derived workspace users","UI-4 implemented in functional clinical workflow"
"TP07","Treatment Planning","Responsible Disciplines","/screens/tp07/responsible-disciplines","REDESIGN","Clinical work queue, assessment workspace, care team, treatment plan or MDT","Treatment Planning","Permission-derived workspace users","UI-4 implemented in functional clinical workflow"
"TP08","Treatment Planning","Review Schedule","/screens/tp08/review-schedule","EMBED","Clinical work queue, assessment workspace, care team, treatment plan or MDT","Treatment Planning","Permission-derived workspace users","UI-4 implemented in functional clinical workflow"
"TP09","Treatment Planning","Treatment Plan Review","/screens/tp09/treatment-plan-review","EMBED","Clinical work queue, assessment workspace, care team, treatment plan or MDT","Treatment Planning","Permission-derived workspace users","UI-4 implemented in functional clinical workflow"
"TP10","Treatment Planning","Version Comparison","/screens/tp10/version-comparison","REDESIGN","Clinical work queue, assessment workspace, care team, treatment plan or MDT","Treatment Planning","Permission-derived workspace users","UI-4 implemented in functional clinical workflow"
"TP11","Treatment Planning","Approve / Sign Plan","/screens/tp11/approve-sign-plan","REDESIGN","Clinical work queue, assessment workspace, care team, treatment plan or MDT","Treatment Planning","Permission-derived workspace users","UI-4 implemented in functional clinical workflow"
"MDT01","Multidisciplinary Care Team","Care Team","/screens/mdt01/care-team","REDESIGN","Clinical work queue, assessment workspace, care team, treatment plan or MDT","Multidisciplinary Care Team","Permission-derived workspace users","UI-4 implemented in functional clinical workflow"
"MDT02","Multidisciplinary Care Team","Assign Care Team","/screens/mdt02/assign-care-team","MERGE","Clinical work queue, assessment workspace, care team, treatment plan or MDT","Multidisciplinary Care Team","Permission-derived workspace users","UI-4 implemented in functional clinical workflow"
"MDT03","Multidisciplinary Care Team","MDT Dashboard","/screens/mdt03/mdt-dashboard","REDESIGN","Clinical work queue, assessment workspace, care team, treatment plan or MDT","Multidisciplinary Care Team","Permission-derived workspace users","UI-4 implemented in functional clinical workflow"
"MDT04","Multidisciplinary Care Team","MDT Meetings","/screens/mdt04/mdt-meetings","REDESIGN","Clinical work queue, assessment workspace, care team, treatment plan or MDT","Multidisciplinary Care Team","Permission-derived workspace users","UI-4 implemented in functional clinical workflow"
"MDT05","Multidisciplinary Care Team","Create Meeting","/screens/mdt05/create-meeting","MERGE","Clinical work queue, assessment workspace, care team, treatment plan or MDT","Multidisciplinary Care Team","Permission-derived workspace users","UI-4 implemented in functional clinical workflow"
"MDT06","Multidisciplinary Care Team","Meeting Workspace","/screens/mdt06/meeting-workspace","REDESIGN","Clinical work queue, assessment workspace, care team, treatment plan or MDT","Multidisciplinary Care Team","Permission-derived workspace users","UI-4 implemented in functional clinical workflow"
"MDT07","Multidisciplinary Care Team","MDT Patient Brief","/screens/mdt07/mdt-patient-brief","REDESIGN","Clinical work queue, assessment workspace, care team, treatment plan or MDT","Multidisciplinary Care Team","Permission-derived workspace users","UI-4 implemented in functional clinical workflow"
"MDT08","Multidisciplinary Care Team","Decisions / Actions","/screens/mdt08/decisions-actions","REDESIGN","Clinical work queue, assessment workspace, care team, treatment plan or MDT","Multidisciplinary Care Team","Permission-derived workspace users","UI-4 implemented in functional clinical workflow"
"MDT09","Multidisciplinary Care Team","Handover","/screens/mdt09/handover","REDESIGN","Clinical work queue, assessment workspace, care team, treatment plan or MDT","Multidisciplinary Care Team","Permission-derived workspace users","UI-4 implemented in functional clinical workflow"
"MDT10","Multidisciplinary Care Team","Team Workload","/screens/mdt10/team-workload","REDESIGN","Clinical work queue, assessment workspace, care team, treatment plan or MDT","Multidisciplinary Care Team","Permission-derived workspace users","UI-4 implemented in functional clinical workflow"
"TH01","Therapy Management","Therapy Dashboard","/screens/th01/therapy-dashboard","REDESIGN","Role workspace or operational queue","Therapy Management","Permission-derived workspace users","Existing route; redesign planned"
"TH02","Therapy Management","Therapy Calendar","/screens/th02/therapy-calendar","REDESIGN","Role workspace or operational queue","Therapy Management","Permission-derived workspace users","Existing route; redesign planned"
"TH03","Therapy Management","Therapy Programmes","/screens/th03/therapy-programmes","REDESIGN","Role workspace or client journey surface","Therapy Management","Permission-derived workspace users","Existing route; redesign planned"
"TH04","Therapy Management","Therapy Modalities","/screens/th04/therapy-modalities","REDESIGN","Role workspace or client journey surface","Therapy Management","Permission-derived workspace users","Existing route; redesign planned"
"TH05","Therapy Management","Schedule Individual Session","/screens/th05/schedule-individual-session","REDESIGN","Role workspace or operational queue","Therapy Management","Permission-derived workspace users","Existing route; redesign planned"
"TH06","Therapy Management","Schedule Group Session","/screens/th06/schedule-group-session","REDESIGN","Role workspace or operational queue","Therapy Management","Permission-derived workspace users","Existing route; redesign planned"
"TH07","Therapy Management","Group Roster","/screens/th07/group-roster","REDESIGN","Role workspace or client journey surface","Therapy Management","Permission-derived workspace users","Existing route; redesign planned"
"TH08","Therapy Management","Session Workspace","/screens/th08/session-workspace","REDESIGN","Role workspace or operational queue","Therapy Management","Permission-derived workspace users","Existing route; redesign planned"
"TH09","Therapy Management","Attendance","/screens/th09/attendance","REDESIGN","Role workspace or client journey surface","Therapy Management","Permission-derived workspace users","Existing route; redesign planned"
"TH10","Therapy Management","Session Note","/screens/th10/session-note","REDESIGN","Role workspace or client journey surface","Therapy Management","Permission-derived workspace users","Existing route; redesign planned"
"TH11","Therapy Management","Group Note","/screens/th11/group-note","REDESIGN","Role workspace or client journey surface","Therapy Management","Permission-derived workspace users","Existing route; redesign planned"
"TH12","Therapy Management","Pre/Post Measures","/screens/th12/pre-post-measures","REDESIGN","Role workspace or client journey surface","Therapy Management","Permission-derived workspace users","Existing route; redesign planned"
"TH13","Therapy Management","Session History","/screens/th13/session-history","EMBED","Contextual detail, tab, drawer or review panel","Therapy Management","Permission-derived workspace users","Existing route; redesign planned"
"TH14","Therapy Management","Therapist Caseload","/screens/th14/therapist-caseload","REDESIGN","Role workspace or client journey surface","Therapy Management","Permission-derived workspace users","Existing route; redesign planned"
"TH15","Therapy Management","Therapy Outcomes","/screens/th15/therapy-outcomes","REDESIGN","Role workspace or client journey surface","Therapy Management","Permission-derived workspace users","Existing route; redesign planned"
"AS01","Standardised Assessments","Assessment Dashboard","/screens/as01/assessment-dashboard","REDESIGN","Role workspace or operational queue","Standardised Assessments","Permission-derived workspace users","Existing route; redesign planned"
"AS02","Standardised Assessments","Assessment Catalogue","/screens/as02/assessment-catalogue","REDESIGN","Role workspace or operational queue","Standardised Assessments","Permission-derived workspace users","Existing route; redesign planned"
"AS03","Standardised Assessments","Assign Assessment","/screens/as03/assign-assessment","MERGE","Guided workflow step, modal or inline action","Standardised Assessments","Permission-derived workspace users","Existing route; redesign planned"
"AS04","Standardised Assessments","Assessment Queue","/screens/as04/assessment-queue","REDESIGN","Role workspace or operational queue","Standardised Assessments","Permission-derived workspace users","Existing route; redesign planned"
"AS05","Standardised Assessments","Complete Assessment","/screens/as05/complete-assessment","REDESIGN","Role workspace or client journey surface","Standardised Assessments","Permission-derived workspace users","Existing route; redesign planned"
"AS06","Standardised Assessments","Clinician-Administered Assessment","/screens/as06/clinician-administered-assessment","REDESIGN","Role workspace or client journey surface","Standardised Assessments","Permission-derived workspace users","Existing route; redesign planned"
"AS07","Standardised Assessments","Patient Self-Assessment","/screens/as07/patient-self-assessment","REDESIGN","Role workspace or client journey surface","Standardised Assessments","Permission-derived workspace users","Existing route; redesign planned"
"AS08","Standardised Assessments","Assessment Result","/screens/as08/assessment-result","EMBED","Contextual detail, tab, drawer or review panel","Standardised Assessments","Permission-derived workspace users","Existing route; redesign planned"
"AS09","Standardised Assessments","Trend View","/screens/as09/trend-view","EMBED","Contextual detail, tab, drawer or review panel","Standardised Assessments","Permission-derived workspace users","Existing route; redesign planned"
"AS10","Standardised Assessments","Critical Response Review","/screens/as10/critical-response-review","EMBED","Contextual detail, tab, drawer or review panel","Standardised Assessments","Permission-derived workspace users","Existing route; redesign planned"
"AS11","Standardised Assessments","Assessment History","/screens/as11/assessment-history","EMBED","Contextual detail, tab, drawer or review panel","Standardised Assessments","Permission-derived workspace users","Existing route; redesign planned"
"AS12","Standardised Assessments","Scoring / Version Evidence","/screens/as12/scoring-version-evidence","EMBED","Contextual detail, tab, drawer or review panel","Standardised Assessments","Permission-derived workspace users","Existing route; redesign planned"
"MED01","Medication","Medication Dashboard","/screens/med01/medication-dashboard","REDESIGN","Role workspace or operational queue","Medication","Permission-derived workspace users","Existing route; redesign planned"
"MED02","Medication","Current Medication List","/screens/med02/current-medication-list","REDESIGN","Role workspace or operational queue","Medication","Permission-derived workspace users","Existing route; redesign planned"
"MED03","Medication","Medication Reconciliation","/screens/med03/medication-reconciliation","REDESIGN","Role workspace or client journey surface","Medication","Permission-derived workspace users","Existing route; redesign planned"
"MED04","Medication","Create Medication Order","/screens/med04/create-medication-order","MERGE","Guided workflow step, modal or inline action","Medication","Permission-derived workspace users","Existing route; redesign planned"
"MED05","Medication","Medication Order Detail","/screens/med05/medication-order-detail","EMBED","Contextual detail, tab, drawer or review panel","Medication","Permission-derived workspace users","Existing route; redesign planned"
"MED06","Medication","Prescription Review","/screens/med06/prescription-review","EMBED","Contextual detail, tab, drawer or review panel","Medication","Permission-derived workspace users","Existing route; redesign planned"
"MED07","Medication","Medication Administration Record","/screens/med07/medication-administration-record","REDESIGN","Role workspace or operational queue","Medication","Permission-derived workspace users","Existing route; redesign planned"
"MED08","Medication","Medication Round","/screens/med08/medication-round","REDESIGN","Role workspace or client journey surface","Medication","Permission-derived workspace users","Existing route; redesign planned"
"MED09","Medication","Record Administration","/screens/med09/record-administration","REDESIGN","Role workspace or operational queue","Medication","Permission-derived workspace users","Existing route; redesign planned"
"MED10","Medication","Missed / Refused Medication","/screens/med10/missed-refused-medication","REDESIGN","Role workspace or client journey surface","Medication","Permission-derived workspace users","Existing route; redesign planned"
"MED11","Medication","PRN Medication","/screens/med11/prn-medication","REDESIGN","Role workspace or client journey surface","Medication","Permission-derived workspace users","Existing route; redesign planned"
"MED12","Medication","Medication Changes","/screens/med12/medication-changes","REDESIGN","Role workspace or client journey surface","Medication","Permission-derived workspace users","Existing route; redesign planned"
"MED13","Medication","Side Effects","/screens/med13/side-effects","REDESIGN","Role workspace or client journey surface","Medication","Permission-derived workspace users","Existing route; redesign planned"
"MED14","Medication","Adverse Event","/screens/med14/adverse-event","REDESIGN","Role workspace or client journey surface","Medication","Permission-derived workspace users","Existing route; redesign planned"
"MED15","Medication","Medication Adherence","/screens/med15/medication-adherence","REDESIGN","Role workspace or client journey surface","Medication","Permission-derived workspace users","Existing route; redesign planned"
"MED16","Medication","Refill / Renewal","/screens/med16/refill-renewal","REDESIGN","Role workspace or client journey surface","Medication","Permission-derived workspace users","Existing route; redesign planned"
"MED17","Medication","Drug Interaction / Safety Information","/screens/med17/drug-interaction-safety-information","REDESIGN","Role workspace or client journey surface","Medication","Permission-derived workspace users","Existing route; redesign planned"
"RC01","Residential Care","Residential Dashboard","/screens/rc01/residential-dashboard","REDESIGN","Role workspace or operational queue","Residential Care","Permission-derived workspace users","Existing route; redesign planned"
"RC02","Residential Care","Resident Board","/screens/rc02/resident-board","REDESIGN","Role workspace or client journey surface","Residential Care","Permission-derived workspace users","Existing route; redesign planned"
"RC03","Residential Care","Shift Dashboard","/screens/rc03/shift-dashboard","REDESIGN","Role workspace or operational queue","Residential Care","Permission-derived workspace users","Existing route; redesign planned"
"RC04","Residential Care","Daily Observations","/screens/rc04/daily-observations","REDESIGN","Role workspace or client journey surface","Residential Care","Permission-derived workspace users","Existing route; redesign planned"
"RC05","Residential Care","Mood / Behaviour","/screens/rc05/mood-behaviour","REDESIGN","Role workspace or client journey surface","Residential Care","Permission-derived workspace users","Existing route; redesign planned"
"RC06","Residential Care","Sleep","/screens/rc06/sleep","REDESIGN","Role workspace or client journey surface","Residential Care","Permission-derived workspace users","Existing route; redesign planned"
"RC07","Residential Care","ADL","/screens/rc07/adl","REDESIGN","Role workspace or client journey surface","Residential Care","Permission-derived workspace users","Existing route; redesign planned"
"RC08","Residential Care","Meals / Intake","/screens/rc08/meals-intake","REDESIGN","Role workspace or client journey surface","Residential Care","Permission-derived workspace users","Existing route; redesign planned"
"RC09","Residential Care","Residential Note","/screens/rc09/residential-note","REDESIGN","Role workspace or client journey surface","Residential Care","Permission-derived workspace users","Existing route; redesign planned"
"RC10","Residential Care","Observation Rounds","/screens/rc10/observation-rounds","REDESIGN","Role workspace or client journey surface","Residential Care","Permission-derived workspace users","Existing route; redesign planned"
"RC11","Residential Care","Incident Report","/screens/rc11/incident-report","REDESIGN","Role workspace or operational queue","Residential Care","Permission-derived workspace users","Existing route; redesign planned"
"RC12","Residential Care","Safeguarding Event","/screens/rc12/safeguarding-event","REDESIGN","Role workspace or client journey surface","Residential Care","Permission-derived workspace users","Existing route; redesign planned"
"RC13","Residential Care","Critical Event","/screens/rc13/critical-event","REDESIGN","Role workspace or client journey surface","Residential Care","Permission-derived workspace users","Existing route; redesign planned"
"RC14","Residential Care","Escalation Workspace","/screens/rc14/escalation-workspace","REDESIGN","Role workspace or operational queue","Residential Care","Permission-derived workspace users","Existing route; redesign planned"
"RC15","Residential Care","Shift Handover","/screens/rc15/shift-handover","REDESIGN","Role workspace or client journey surface","Residential Care","Permission-derived workspace users","Existing route; redesign planned"
"RC16","Residential Care","Residential History","/screens/rc16/residential-history","EMBED","Contextual detail, tab, drawer or review panel","Residential Care","Permission-derived workspace users","Existing route; redesign planned"
"FB01","Facility, Bed & Leave","Facility Operations Dashboard","/screens/fb01/facility-operations-dashboard","REDESIGN","Role workspace or operational queue","Facility, Bed & Leave","Permission-derived workspace users","Existing route; redesign planned"
"FB02","Facility, Bed & Leave","Live Bed Board","/screens/fb02/live-bed-board","REDESIGN","Role workspace or client journey surface","Facility, Bed & Leave","Permission-derived workspace users","Existing route; redesign planned"
"FB03","Facility, Bed & Leave","Floor / Unit View","/screens/fb03/floor-unit-view","REDESIGN","Role workspace or client journey surface","Facility, Bed & Leave","Permission-derived workspace users","Existing route; redesign planned"
"FB04","Facility, Bed & Leave","Room Detail","/screens/fb04/room-detail","EMBED","Contextual detail, tab, drawer or review panel","Facility, Bed & Leave","Permission-derived workspace users","Existing route; redesign planned"
"FB05","Facility, Bed & Leave","Bed Detail","/screens/fb05/bed-detail","EMBED","Contextual detail, tab, drawer or review panel","Facility, Bed & Leave","Permission-derived workspace users","Existing route; redesign planned"
"FB06","Facility, Bed & Leave","Allocate Bed","/screens/fb06/allocate-bed","REDESIGN","Role workspace or client journey surface","Facility, Bed & Leave","Permission-derived workspace users","Existing route; redesign planned"
"FB07","Facility, Bed & Leave","Transfer Client","/screens/fb07/transfer-client","REDESIGN","Role workspace or client journey surface","Facility, Bed & Leave","Permission-derived workspace users","Existing route; redesign planned"
"FB08","Facility, Bed & Leave","Bed Status","/screens/fb08/bed-status","REDESIGN","Role workspace or client journey surface","Facility, Bed & Leave","Permission-derived workspace users","Existing route; redesign planned"
"FB09","Facility, Bed & Leave","Cleaning Queue","/screens/fb09/cleaning-queue","REDESIGN","Role workspace or operational queue","Facility, Bed & Leave","Permission-derived workspace users","Existing route; redesign planned"
"FB10","Facility, Bed & Leave","Cleaning / Turnaround Record","/screens/fb10/cleaning-turnaround-record","REDESIGN","Role workspace or client journey surface","Facility, Bed & Leave","Permission-derived workspace users","Existing route; redesign planned"
"FB11","Facility, Bed & Leave","Maintenance Queue","/screens/fb11/maintenance-queue","REDESIGN","Role workspace or operational queue","Facility, Bed & Leave","Permission-derived workspace users","Existing route; redesign planned"
"FB12","Facility, Bed & Leave","Room / Bed Maintenance","/screens/fb12/room-bed-maintenance","REDESIGN","Role workspace or client journey surface","Facility, Bed & Leave","Permission-derived workspace users","Existing route; redesign planned"
"FB13","Facility, Bed & Leave","Client Leave / Pass List","/screens/fb13/client-leave-pass-list","REDESIGN","Role workspace or operational queue","Facility, Bed & Leave","Permission-derived workspace users","Existing route; redesign planned"
"FB14","Facility, Bed & Leave","Request / Approve Leave","/screens/fb14/request-approve-leave","REDESIGN","Role workspace or client journey surface","Facility, Bed & Leave","Permission-derived workspace users","Existing route; redesign planned"
"FB15","Facility, Bed & Leave","Leave Departure / Return","/screens/fb15/leave-departure-return","REDESIGN","Role workspace or client journey surface","Facility, Bed & Leave","Permission-derived workspace users","Existing route; redesign planned"
"FB16","Facility, Bed & Leave","Overdue / Missing Resident Escalation","/screens/fb16/overdue-missing-resident-escalation","REDESIGN","Role workspace or client journey surface","Facility, Bed & Leave","Permission-derived workspace users","Existing route; redesign planned"
"DX01","Diagnostics & LIS","Diagnostics Dashboard","/screens/dx01/diagnostics-dashboard","REDESIGN","Role workspace or operational queue","Diagnostics & LIS","Permission-derived workspace users","Existing route; redesign planned"
"DX02","Diagnostics & LIS","Diagnostic Orders","/screens/dx02/diagnostic-orders","REDESIGN","Role workspace or client journey surface","Diagnostics & LIS","Permission-derived workspace users","Existing route; redesign planned"
"DX03","Diagnostics & LIS","New Lab / Diagnostic Order","/screens/dx03/new-lab-diagnostic-order","REDESIGN","Role workspace or client journey surface","Diagnostics & LIS","Permission-derived workspace users","Existing route; redesign planned"
"DX04","Diagnostics & LIS","Order Detail","/screens/dx04/order-detail","EMBED","Contextual detail, tab, drawer or review panel","Diagnostics & LIS","Permission-derived workspace users","Existing route; redesign planned"
"DX05","Diagnostics & LIS","Specimen Collection Queue","/screens/dx05/specimen-collection-queue","REDESIGN","Role workspace or operational queue","Diagnostics & LIS","Permission-derived workspace users","Existing route; redesign planned"
"DX06","Diagnostics & LIS","Specimen Detail","/screens/dx06/specimen-detail","EMBED","Contextual detail, tab, drawer or review panel","Diagnostics & LIS","Permission-derived workspace users","Existing route; redesign planned"
"DX07","Diagnostics & LIS","Results Inbox","/screens/dx07/results-inbox","REDESIGN","Role workspace or client journey surface","Diagnostics & LIS","Permission-derived workspace users","Existing route; redesign planned"
"DX08","Diagnostics & LIS","Result Detail","/screens/dx08/result-detail","EMBED","Contextual detail, tab, drawer or review panel","Diagnostics & LIS","Permission-derived workspace users","Existing route; redesign planned"
"DX09","Diagnostics & LIS","Diagnostic Report","/screens/dx09/diagnostic-report","REDESIGN","Role workspace or operational queue","Diagnostics & LIS","Permission-derived workspace users","Existing route; redesign planned"
"DX10","Diagnostics & LIS","Abnormal Results","/screens/dx10/abnormal-results","REDESIGN","Role workspace or client journey surface","Diagnostics & LIS","Permission-derived workspace users","Existing route; redesign planned"
"DX11","Diagnostics & LIS","Critical Results / Acknowledgement","/screens/dx11/critical-results-acknowledgement","REDESIGN","Role workspace or client journey surface","Diagnostics & LIS","Permission-derived workspace users","Existing route; redesign planned"
"DX12","Diagnostics & LIS","Result History / Trends","/screens/dx12/result-history-trends","EMBED","Contextual detail, tab, drawer or review panel","Diagnostics & LIS","Permission-derived workspace users","Existing route; redesign planned"
"DX13","Diagnostics & LIS","LIS Integration Monitor","/screens/dx13/lis-integration-monitor","REDESIGN","Role workspace or client journey surface","Diagnostics & LIS","Permission-derived workspace users","Existing route; redesign planned"
"NW01","Nutrition & Wellness","Nutrition Dashboard","/screens/nw01/nutrition-dashboard","REDESIGN","Role workspace or operational queue","Nutrition & Wellness","Permission-derived workspace users","Existing route; redesign planned"
"NW02","Nutrition & Wellness","Nutrition Assessment","/screens/nw02/nutrition-assessment","REDESIGN","Role workspace or client journey surface","Nutrition & Wellness","Permission-derived workspace users","Existing route; redesign planned"
"NW03","Nutrition & Wellness","Dietary Requirements","/screens/nw03/dietary-requirements","REDESIGN","Role workspace or client journey surface","Nutrition & Wellness","Permission-derived workspace users","Existing route; redesign planned"
"NW04","Nutrition & Wellness","Meal Plan","/screens/nw04/meal-plan","REDESIGN","Role workspace or client journey surface","Nutrition & Wellness","Permission-derived workspace users","Existing route; redesign planned"
"NW05","Nutrition & Wellness","Meal / Intake Tracking","/screens/nw05/meal-intake-tracking","REDESIGN","Role workspace or client journey surface","Nutrition & Wellness","Permission-derived workspace users","Existing route; redesign planned"
"NW06","Nutrition & Wellness","Supplements","/screens/nw06/supplements","REDESIGN","Role workspace or client journey surface","Nutrition & Wellness","Permission-derived workspace users","Existing route; redesign planned"
"NW07","Nutrition & Wellness","Weight / Measurement Trends","/screens/nw07/weight-measurement-trends","EMBED","Contextual detail, tab, drawer or review panel","Nutrition & Wellness","Permission-derived workspace users","Existing route; redesign planned"
"NW08","Nutrition & Wellness","Wellness Programme","/screens/nw08/wellness-programme","REDESIGN","Role workspace or client journey surface","Nutrition & Wellness","Permission-derived workspace users","Existing route; redesign planned"
"NW09","Nutrition & Wellness","Yoga Session","/screens/nw09/yoga-session","REDESIGN","Role workspace or client journey surface","Nutrition & Wellness","Permission-derived workspace users","Existing route; redesign planned"
"NW10","Nutrition & Wellness","Mindfulness Session","/screens/nw10/mindfulness-session","REDESIGN","Role workspace or client journey surface","Nutrition & Wellness","Permission-derived workspace users","Existing route; redesign planned"
"NW11","Nutrition & Wellness","Art / Sound / Other Wellness Session","/screens/nw11/art-sound-other-wellness-session","REDESIGN","Role workspace or client journey surface","Nutrition & Wellness","Permission-derived workspace users","Existing route; redesign planned"
"NW12","Nutrition & Wellness","Wellness Progress","/screens/nw12/wellness-progress","REDESIGN","Role workspace or client journey surface","Nutrition & Wellness","Permission-derived workspace users","Existing route; redesign planned"
"FM01","Family Programme","Family Dashboard","/screens/fm01/family-dashboard","REDESIGN","Role workspace or operational queue","Family Programme","Permission-derived workspace users","Existing route; redesign planned"
"FM02","Family Programme","Family / Related Persons","/screens/fm02/family-related-persons","REDESIGN","Role workspace or client journey surface","Family Programme","Permission-derived workspace users","Existing route; redesign planned"
"FM03","Family Programme","Family Access & Consent","/screens/fm03/family-access-consent","REDESIGN","Role workspace or client journey surface","Family Programme","Permission-derived workspace users","Existing route; redesign planned"
"FM04","Family Programme","Family Programme","/screens/fm04/family-programme","REDESIGN","Role workspace or client journey surface","Family Programme","Permission-derived workspace users","Existing route; redesign planned"
"FM05","Family Programme","Family Therapy","/screens/fm05/family-therapy","REDESIGN","Role workspace or client journey surface","Family Programme","Permission-derived workspace users","Existing route; redesign planned"
"FM06","Family Programme","Family Meeting","/screens/fm06/family-meeting","REDESIGN","Role workspace or client journey surface","Family Programme","Permission-derived workspace users","Existing route; redesign planned"
"FM07","Family Programme","Education Session","/screens/fm07/education-session","REDESIGN","Role workspace or client journey surface","Family Programme","Permission-derived workspace users","Existing route; redesign planned"
