id,category,name,route
DOC11,Documents & Consent,Electronic Signature,/screens/doc11/electronic-signature
DOC12,Documents & Consent,Legal Hold,/screens/doc12/legal-hold
DOC13,Documents & Consent,Document Export,/screens/doc13/document-export
CP01,Client Portal,Portal Sign In,/screens/cp01/portal-sign-in
CP02,Client Portal,Portal MFA / Identity Verification,/screens/cp02/portal-mfa-identity-verification
CP03,Client Portal,Client Home,/screens/cp03/client-home
CP04,Client Portal,My Programme / Care Plan,/screens/cp04/my-programme-care-plan
CP05,Client Portal,My Goals,/screens/cp05/my-goals
CP06,Client Portal,My Schedule,/screens/cp06/my-schedule
CP07,Client Portal,Assessments / Questionnaires,/screens/cp07/assessments-questionnaires
CP08,Client Portal,My Medications,/screens/cp08/my-medications
CP09,Client Portal,Documents,/screens/cp09/documents
CP10,Client Portal,Reports / Results,/screens/cp10/reports-results
CP11,Client Portal,Invoices / Payments,/screens/cp11/invoices-payments
CP12,Client Portal,Secure Messages,/screens/cp12/secure-messages
CP13,Client Portal,Aftercare,/screens/cp13/aftercare
CP14,Client Portal,Privacy / Consent,/screens/cp14/privacy-consent
CP15,Client Portal,Data / Privacy Request,/screens/cp15/data-privacy-request
CP16,Client Portal,Profile / Preferences,/screens/cp16/profile-preferences
FP01,Family Portal,Family Portal Sign In,/screens/fp01/family-portal-sign-in
FP02,Family Portal,Family Home,/screens/fp02/family-home
FP03,Family Portal,Authorised Client Information,/screens/fp03/authorised-client-information
FP04,Family Portal,Appointments,/screens/fp04/appointments
FP05,Family Portal,Family Programme,/screens/fp05/family-programme
FP06,Family Portal,Family Tasks,/screens/fp06/family-tasks
FP07,Family Portal,Documents,/screens/fp07/documents
FP08,Family Portal,Secure Messaging,/screens/fp08/secure-messaging
FP09,Family Portal,Consent / Access Status,/screens/fp09/consent-access-status
FP10,Family Portal,Profile,/screens/fp10/profile
AI01,AI Intelligence,AI Clinical Documentation Assistant,/screens/ai01/ai-clinical-documentation-assistant
AI02,AI Intelligence,Voice / Transcript Review,/screens/ai02/voice-transcript-review
AI03,AI Intelligence,AI Intake / Document Extraction Review,/screens/ai03/ai-intake-document-extraction-review
AI04,AI Intelligence,AI Client Journey Summary,/screens/ai04/ai-client-journey-summary
AI05,AI Intelligence,Clinical Record Copilot,/screens/ai05/clinical-record-copilot
AI06,AI Intelligence,AI MDT Brief,/screens/ai06/ai-mdt-brief
AI07,AI Intelligence,AI Treatment Plan Draft Review,/screens/ai07/ai-treatment-plan-draft-review
AI08,AI Intelligence,Assessment Trend Explanation,/screens/ai08/assessment-trend-explanation
AI09,AI Intelligence,Clinical Review Signals,/screens/ai09/clinical-review-signals
AI10,AI Intelligence,Medication Intelligence,/screens/ai10/medication-intelligence
AI11,AI Intelligence,AI Discharge Summary Review,/screens/ai11/ai-discharge-summary-review
AI12,AI Intelligence,AI Handover,/screens/ai12/ai-handover
AI13,AI Intelligence,AI Task Extraction Review,/screens/ai13/ai-task-extraction-review
AI14,AI Intelligence,Documentation Completeness,/screens/ai14/documentation-completeness
AI15,AI Intelligence,Operational Analytics Copilot,/screens/ai15/operational-analytics-copilot
AI16,AI Intelligence,AI Evidence / Sources Viewer,/screens/ai16/ai-evidence-sources-viewer
AI17,AI Intelligence,AI Feedback / Report Incorrect Output,/screens/ai17/ai-feedback-report-incorrect-output
AIA01,AI Administration & Governance,AI Administration Dashboard,/screens/aia01/ai-administration-dashboard
AIA02,AI Administration & Governance,AI Use-Case Registry,/screens/aia02/ai-use-case-registry
AIA03,AI Administration & Governance,AI Use-Case Detail,/screens/aia03/ai-use-case-detail
AIA04,AI Administration & Governance,Model / Provider Registry,/screens/aia04/model-provider-registry
AIA05,AI Administration & Governance,Prompt Registry,/screens/aia05/prompt-registry
AIA06,AI Administration & Governance,Prompt Version Detail,/screens/aia06/prompt-version-detail
AIA07,AI Administration & Governance,AI Policy / Guardrails,/screens/aia07/ai-policy-guardrails
AIA08,AI Administration & Governance,AI Evaluation Dashboard,/screens/aia08/ai-evaluation-dashboard
AIA09,AI Administration & Governance,AI Evaluation Cases,/screens/aia09/ai-evaluation-cases
AIA10,AI Administration & Governance,AI Audit / Evidence Explorer,/screens/aia10/ai-audit-evidence-explorer
AIA11,AI Administration & Governance,AI Usage / Cost,/screens/aia11/ai-usage-cost
AIA12,AI Administration & Governance,AI Incident Register,/screens/aia12/ai-incident-register
AIA13,AI Administration & Governance,Model / Prompt Release Approval,/screens/aia13/model-prompt-release-approval
RP01,Reporting & Analytics,Executive Dashboard,/screens/rp01/executive-dashboard
RP02,Reporting & Analytics,Clinical Outcomes,/screens/rp02/clinical-outcomes
RP03,Reporting & Analytics,Census / Occupancy,/screens/rp03/census-occupancy
RP04,Reporting & Analytics,Length of Stay,/screens/rp04/length-of-stay
RP05,Reporting & Analytics,Admission / Discharge,/screens/rp05/admission-discharge
RP06,Reporting & Analytics,Assessment Outcomes,/screens/rp06/assessment-outcomes
RP07,Reporting & Analytics,Treatment Goal Outcomes,/screens/rp07/treatment-goal-outcomes
RP08,Reporting & Analytics,Therapy Utilisation,/screens/rp08/therapy-utilisation
RP09,Reporting & Analytics,Therapist Caseload,/screens/rp09/therapist-caseload
RP10,Reporting & Analytics,Medication / Adherence,/screens/rp10/medication-adherence
RP11,Reporting & Analytics,Incidents / Safeguarding,/screens/rp11/incidents-safeguarding
RP12,Reporting & Analytics,Family Programme,/screens/rp12/family-programme
RP13,Reporting & Analytics,Aftercare Outcomes,/screens/rp13/aftercare-outcomes
RP14,Reporting & Analytics,Readmissions,/screens/rp14/readmissions
RP15,Reporting & Analytics,Finance,/screens/rp15/finance
RP16,Reporting & Analytics,Payer / Claims,/screens/rp16/payer-claims
RP17,Reporting & Analytics,Inventory,/screens/rp17/inventory
RP18,Reporting & Analytics,Report Export / Scheduled Reports,/screens/rp18/report-export-scheduled-reports
PR01,Privacy & GDPR,Privacy Operations Dashboard,/screens/pr01/privacy-operations-dashboard
PR02,Privacy & GDPR,Data Subject Requests,/screens/pr02/data-subject-requests
PR03,Privacy & GDPR,Request Detail,/screens/pr03/request-detail
PR04,Privacy & GDPR,Access Request,/screens/pr04/access-request
PR05,Privacy & GDPR,Rectification Request,/screens/pr05/rectification-request
PR06,Privacy & GDPR,Erasure Assessment,/screens/pr06/erasure-assessment
PR07,Privacy & GDPR,Restriction Request,/screens/pr07/restriction-request
PR08,Privacy & GDPR,Portability Export,/screens/pr08/portability-export
PR09,Privacy & GDPR,Consent History,/screens/pr09/consent-history
PR10,Privacy & GDPR,Retention Policies,/screens/pr10/retention-policies
PR11,Privacy & GDPR,Legal Holds,/screens/pr11/legal-holds
PR12,Privacy & GDPR,Data Processing / Subprocessor Register,/screens/pr12/data-processing-subprocessor-register
PR13,Privacy & GDPR,Privacy Incident / Breach,/screens/pr13/privacy-incident-breach
PR14,Privacy & GDPR,Privacy-Preserving Dataset Register,/screens/pr14/privacy-preserving-dataset-register
CS01,Clinical Safety & Safeguarding,Clinical Safety Dashboard,/screens/cs01/clinical-safety-dashboard
CS02,Clinical Safety & Safeguarding,Hazard Log,/screens/cs02/hazard-log
CS03,Clinical Safety & Safeguarding,Hazard Detail,/screens/cs03/hazard-detail
CS04,Clinical Safety & Safeguarding,Clinical Risk Management Plan,/screens/cs04/clinical-risk-management-plan
CS05,Clinical Safety & Safeguarding,Risk Control / Mitigation,/screens/cs05/risk-control-mitigation
CS06,Clinical Safety & Safeguarding,Safety Evidence,/screens/cs06/safety-evidence
CS07,Clinical Safety & Safeguarding,Clinical Safety Case,/screens/cs07/clinical-safety-case
CS08,Clinical Safety & Safeguarding,Clinical Safety Approval,/screens/cs08/clinical-safety-approval
CS09,Clinical Safety & Safeguarding,Safety Incident / Near Miss,/screens/cs09/safety-incident-near-miss
CS10,Clinical Safety & Safeguarding,Investigation,/screens/cs10/investigation
CS11,Clinical Safety & Safeguarding,Corrective / Preventive Actions,/screens/cs11/corrective-preventive-actions
CS12,Clinical Safety & Safeguarding,Safeguarding Review,/screens/cs12/safeguarding-review
CS13,Clinical Safety & Safeguarding,Escalation Audit,/screens/cs13/escalation-audit
INT01,Integration Management,Integration Dashboard,/screens/int01/integration-dashboard
INT02,Integration Management,Integration Catalogue,/screens/int02/integration-catalogue
INT03,Integration Management,Integration Instance,/screens/int03/integration-instance
INT04,Integration Management,FHIR Configuration,/screens/int04/fhir-configuration
INT05,Integration Management,FHIR Capability / Profile,/screens/int05/fhir-capability-profile
INT06,Integration Management,FHIR Transaction Monitor,/screens/int06/fhir-transaction-monitor
INT07,Integration Management,HL7 Interface Configuration,/screens/int07/hl7-interface-configuration
INT08,Integration Management,HL7 Message Monitor,/screens/int08/hl7-message-monitor
INT09,Integration Management,LIS Integration,/screens/int09/lis-integration
INT10,Integration Management,Terminology Service,/screens/int10/terminology-service
INT11,Integration Management,Identity Provider / SSO,/screens/int11/identity-provider-sso
INT12,Integration Management,Email / Messaging Provider,/screens/int12/email-messaging-provider
INT13,Integration Management,Telehealth Provider,/screens/int13/telehealth-provider
INT14,Integration Management,Drug Knowledge Provider,/screens/int14/drug-knowledge-provider
INT15,Integration Management,Webhook / API Management,/screens/int15/webhook-api-management
INT16,Integration Management,Integration Errors / Replay,/screens/int16/integration-errors-replay
AU01,Audit & Compliance,Audit Dashboard,/screens/au01/audit-dashboard
AU02,Audit & Compliance,Audit Explorer,/screens/au02/audit-explorer
AU03,Audit & Compliance,User Activity,/screens/au03/user-activity
AU04,Audit & Compliance,Client Record Access History,/screens/au04/client-record-access-history
AU05,Audit & Compliance,Record Change History,/screens/au05/record-change-history
AU06,Audit & Compliance,Permission / Role Change History,/screens/au06/permission-role-change-history
AU07,Audit & Compliance,Consent Access History,/screens/au07/consent-access-history
AU08,Audit & Compliance,Break-Glass Access,/screens/au08/break-glass-access
AU09,Audit & Compliance,Data Export History,/screens/au09/data-export-history
AU10,Audit & Compliance,Integration Audit,/screens/au10/integration-audit
AU11,Audit & Compliance,AI Audit,/screens/au11/ai-audit
AU12,Audit & Compliance,Compliance Evidence Export,/screens/au12/compliance-evidence-export
SEC01,Security,Security Dashboard,/screens/sec01/security-dashboard
SEC02,Security,Authentication Policy,/screens/sec02/authentication-policy
SEC03,Security,MFA Policy,/screens/sec03/mfa-policy
SEC04,Security,SSO Configuration,/screens/sec04/sso-configuration
SEC05,Security,Session Policy,/screens/sec05/session-policy
SEC06,Security,IP / Network Restrictions,/screens/sec06/ip-network-restrictions
SEC07,Security,Sensitive Record Policy,/screens/sec07/sensitive-record-policy
SEC08,Security,Break-Glass Configuration,/screens/sec08/break-glass-configuration
SEC09,Security,Active Sessions,/screens/sec09/active-sessions
SEC10,Security,Security Events,/screens/sec10/security-events
SEC11,Security,API Credentials / Service Accounts,/screens/sec11/api-credentials-service-accounts
SEC12,Security,Security Audit,/screens/sec12/security-audit
OFF01,Offline & Mobile Operations,Offline Status,/screens/off01/offline-status
OFF02,Offline & Mobile Operations,Download Assigned Work,/screens/off02/download-assigned-work
OFF03,Offline & Mobile Operations,Offline Rounds,/screens/off03/offline-rounds
OFF04,Offline & Mobile Operations,Offline Observations,/screens/off04/offline-observations
OFF05,Offline & Mobile Operations,Offline Tasks,/screens/off05/offline-tasks
OFF06,Offline & Mobile Operations,Pending Synchronisation,/screens/off06/pending-synchronisation
OFF07,Offline & Mobile Operations,Sync Conflict Resolution,/screens/off07/sync-conflict-resolution
OFF08,Offline & Mobile Operations,Device / Offline Data Management,/screens/off08/device-offline-data-management
